Districts,Location,Founder,Company Name,Company Type,Machine Type,Product Type,Block Type,Company Category,Company Size,Contact,Website,Map,Status
Hyderabad,"Nandigama - Isnapur Rd, Isnapur, Pashamylaram, Hyderabad, Telangana 502307, India",Not Specified,Hani cement briks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9849189663,Not Specified,https://maps.app.goo.gl/4WTDi4p6DbptUUFm6,Running
Hyderabad,"H No 3-r1-31 in plot 15/16, opp. nest children's hospital, Karkhana, Secunderabad, Telangana 500009, India",Not Specified,ULTRA AAC BLOCKS (Corporate Office),Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9618774044,Not Specified,https://maps.app.goo.gl/E7bjJ66qyr29QELdA,Running
Hyderabad,"Near, Indresham Rd, near indresham dargha, Citizens colony, Patancheruvu, Hyderabad, Telangana 502319, India",Not Specified,Shiva cement bricks plant,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9666893307,Not Specified,https://maps.app.goo.gl/qUkPo9EAWehj6gj1A,Running
Hyderabad,"Krishna Nagar, Upperpally, Telangana 500048, India",Not Specified,A.J.N.Bricks Co.,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,8106443345,Not Specified,https://maps.app.goo.gl/5UTTSFNjXLJLGFBA9,Running
Hyderabad,"Velimela Rd, Pati, Patighanpur, Hyderabad, Telangana 502300, India",Not Specified,Sangameshwar Eco Bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/HM5NkGz1ycUmAaXD6,Running
Hyderabad,"Ilapur Rd, Raghavendra Colony, Krishna Reddy Pet, Hyderabad, Telangana 502319, India",Not Specified,Sri Hari Hara Traders,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/ZPen7jgpk7uWxSBx7,Temporarily Closed
Ranga Reddy,"Aziznagar, Telangana 500075, India",Not Specified,Supreme Brick Factory,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/jVjUgB5b4pWEuhC69,Running
Ranga Reddy,"near srinidhi studios, Aziznagar, Moinabad, Telangana 500075, India",Not Specified,Prasuna Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,7793987444,Not Specified,https://maps.app.goo.gl/vhzuAt46ExKvqMs9A,Running
Ranga Reddy,"Sy.no.31,Sahebguda,Mangapalli, Ibrahimpatnam, Hyderabad, Telangana 501510, India",Not Specified,SSB Bricks AAC BLOCKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,8125117029,http://www.ssbbricksaac.com/,https://maps.app.goo.gl/7KG8NxwjpA9T1tvE8,Running
Ranga Reddy,"SY NO 407, TCS BACK SIDE, SERVICE ROAD, near by BONGLOOR, Service Rd, GATE, Tukkuguda, Hyderabad, Telangana 501510, India",Not Specified,SRI SAI BRICK INDUSTRY,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9492957430,Not Specified,https://maps.app.goo.gl/z322q76DChXFmcYGA,Running
Ranga Reddy,"Thukkuguda, Raviryal, HYDERABAD, Telangana 501510, India",Not Specified,SAASTA BRICKS INDUSTRY,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,8500830736,Not Specified,https://maps.app.goo.gl/cZ74uinDcSqsJztK7,Running
Ranga Reddy,"road, opp. ANG garden, Lakhora, Telangana 503223, India",Not Specified,B L S BRICK MANUFACTURING AND SUPPLY,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9666891010,Not Specified,https://maps.app.goo.gl/seijoMGYhcEpjJLP9,Running
Ranga Reddy,"10-91/c, Bommakal Rd, Bommakal, Karimnagar, Telangana 505002, India",Not Specified,Vbc Bricks Bommakal,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9177639999,Not Specified,https://maps.app.goo.gl/j8nghzP5a4mgSNja8,Running
Narayanpet,"Dhanwada - Marikal Road, BC Colony, Marikal, Narayanpet, Marikal, Dhanwada, Telangana 509351, India",Not Specified,Sri Mahalakshmi Red Fly Ash Brick Industry,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9949695544,Not Specified,https://maps.app.goo.gl/wGGdddTsKAFkuYRv7,Running
Narayanpet,"Gopalpet Rd, Wanaparthy, Telangana 509106, India",Not Specified,Rangam Narasimha Bricks company,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9948535182,Not Specified,https://maps.app.goo.gl/oR76PrZoC2S8fbLT9,Running
Narayanpet,"Jadcherla to Mahbubnagar Road Shankarayapally, X Road, Jadcherla, Telangana 509302, India",Not Specified,COSMOLITE - AAC Blocks Manufacturers,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,8185986049,https://www.cosmolitebuildindia.in/,https://maps.app.goo.gl/wR4kQn1q3yy5KtFr5,Running
Narayanpet,"Biside bodini school, Edira Road, Yenugonda, Mahbubnagar, Telangana 509002, India",Not Specified,A1 Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9542121005,Not Specified,https://maps.app.goo.gl/yKGccCnQYRcEETzZ8,Running
Narayanpet,"Boyapalle, Telangana 509002, India",Not Specified,PSB Bricks Industry,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/edwj5gV7eKNZBgKs6,Running
Narayanpet,"opp. to karna box cricket, beside vc interior, Mahbubnagar, Yerravalli, Telangana 509002, India",Not Specified,SLN FLYASH LIGHT WEIGHT BRICKS,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Small,8555949182,Not Specified,https://maps.app.goo.gl/nme4CrBcokKGX3BBA,Running
Narayanpet,"Bangalore - Hyderabad Hwy, Jadcherla, Telangana 509302, India",Not Specified,RBS light weight bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9912261160,Not Specified,https://maps.app.goo.gl/DzH5ftK9arQRhjfz8,Running
Nagarkurnool,"Devarakonda road, beside CBM College, next to Nandu car garage, Kalwakurthy, Telangana 509324, India",Not Specified,GMR bricks industry,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9948266119,Not Specified,https://maps.app.goo.gl/FH37RXeDrfvE3NEv7,Running
Nagarkurnool,"Gaddampally, Telangana 509385, India",Not Specified,Sri Umamaheshwara AAC Brick Industry,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,7997079119,Not Specified,https://maps.app.goo.gl/FEd9DMsNEtzFBz5y6,Running
Nagarkurnool,"Gopalpet Rd, Gopalpet, Gopalapeta, Telangana 509206, India",Not Specified,PGN bricks gopalpet,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/8RWfNf5pfWM3Jw5U9,Running
Nagarkurnool,"Near Hyd, Bir Highway, Sub-Jail Road, Panchalingala, Kurnool, Andhra Pradesh 518004, India",Not Specified,UrbanClay,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,9884081480,Not Specified,https://maps.app.goo.gl/i1JfThrfaUEWtxfL7,Running
Nagarkurnool,"Road, near Tayamma temple, Saidapur, Badepalli, Karnataka 585221, India",Not Specified,Vayuputra Concrete Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9035021117,Not Specified,https://maps.app.goo.gl/JvtR31ya4RcU8sur9,Running
Nagarkurnool,"Nandaram, Village, Balanagar, Telangana 509202, India",Not Specified,SHRI SHIVEK AAC BLOCKS PRIVATE LIMITED,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/T3RigqoEjVN1JWbj6,Running
Wanaparthy,"Chinthakunta, Pangal Rd, Wanaparthy, Telangana 509120, India",Not Specified,RBS BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/g7KNAeCWNEJMnvXf9,Running
Wanaparthy,"Gopalpet Rd, Wanaparthy, Telangana 509106, India",Not Specified,Rangam Narasimha Bricks company,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9948535182,Not Specified,https://maps.app.goo.gl/oR76PrZoC2S8fbLT9,Running
Jogulamba Gadwal,"btw veerapuram & Erravalli Poodur, Poodur road, Gadwal, Telangana 509133, India",Not Specified,"RRR Bricks manufacturing unit.
Brick manufacturer",Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9959446363,Not Specified,https://maps.app.goo.gl/XZuqvSifC8CLNAdD8,Running
Jogulamba Gadwal,"Raichur Rd, Pullur, Telangana 509128, India",Not Specified,SAHASRA INDUSTRIES,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/QMnvwmqJV3rk5hKZ7,Running
Jogulamba Gadwal,"SY No: 149/E/2, Door no : 12/78, Mandall, Pullur, Undavalli, Telangana 509128, India",Not Specified,Megaa Blocks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9490601966,https://megablocks.in/,https://maps.app.goo.gl/P9FntQNisYxKp5iX6,Running
Jogulamba Gadwal,"Dharoor, Telangana 509133, India",Not Specified,KCB BRICKS,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9573955418,Not Specified,https://maps.app.goo.gl/NaSyevnZrkmc8mrp6,Running
Jogulamba Gadwal,"Kurnool - Sunkesula Rd, Munagalapadu, Andhra Pradesh 518004, India",Not Specified,VSP VICTORIA BRICKS,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/q4Diq7uapWw4T1QF6,Temporarily Closed
Jogulamba Gadwal,"Momin Mohalla, Gadwal, Telangana 509125, India",Not Specified,Venkateswara cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/Tx5CodZiXpxh7tBx9,Temporarily Closed
